tweet,label,type
"@IRCTCofficial  see the condition of indian railway . This is the journey from gorakhpur to anand vihar ( hum safar express ) train no 12595 date : 16th feb .
#IndianRailways who is responsible for this ? https://t.co/lE7pEPjd47",complaint,Cleanliness
"Railway's employee don't have time to change or replace it's train route name or number plate, same number on two trains number plate? How can it's possible? 
1st train still on platform
2nd train are go away from another platform?
#indianrailway #IndianRailways #Railways https://t.co/m6RTHAwxNV",complaint,punctuality
Why train No 17240 Simhadri Express is stopping without reason.I have to catch my flight from Rajahmundry Airport pls help me to catch my flight .@AshwiniVaishnaw .@PiyushGoyal .@indianrailway__ #IndianRailways,complaint,punctuality
There shouldn't be any RAC tickets or updates from W/L in the #indianrailways booking system. It's hell lot of trouble once your status is in RAC. You are neither confirmed or wait listed where your booking is automatically get canceled and refund is initiated. #irctc #Railways,complaint,facility
"This is the condition of Indian railways sleeper class the train number 12792 from nagpur to secunderabad #IndianRailways #indianrailway 
Not only me see how many people is facing the same problem ðŸ˜” https://t.co/pHE5YY6gtC",complaint,Crowding
i am travelling with train no 12460 from Ludhiana to delhi. Seat no c-1 22&amp;23 are broken please look into it itâ€™s really uncomfortable journey #Railmadad #IRCTC #IndianRailways,complaint,Maintenance
"She is traveling from Vadodara to Surat and these men will also get down at Surat station.. 
@RailMinIndia @AshwiniVaishnaw #indianrailways #grp",complaint,Security
"@ADRARAIL @PMOIndia @serailwaykol @DRM_ASN @PiyushGoyal @PiyushGoyalOffc 
#IndianRailways #PMOIndia 
Sir today its Again is delayed by 45 min from Asansol railway station how can we reach at our destination in time sir? https://t.co/2Wd19om5bT",complaint,Punctuality
"Dear Indian Railway, The train running from Barauni Jn to New Delhi Jn Clone having number 02563, Ac's of my coach B4 are not working properly. Train is 14 kms from Gorakhpur junction. #IndianRailways",complaint,Electrical Equioment
Dear #Ashvini_Vaishnav_Railway_minister my material 400 kg booked from Jaipur rly stn to NJP PRR 2015-407522 but still not received nor confirmation date of receiving from any source. Cont- 9093670670. #IndianRailways #AswiniVaishnav @RailMinIndia,complaint,facility
"Presently I am travelling from NJP to DGP on B5 coach of train no 15662 with PNR NO 6500027265. 
Presently AC was not functioning properly and also no attendent is present there.
#Railwayminister_Helpus 
#RailParivar 
#IndianRailways 
#railseva",complaint,electrical equioment
"tried booked ticket from irctc offical app on 22December . My payment got deducted from my account but transaction failed and my ticket not booked  . What should I do? Where is my refund? 
#IRCTC   @IRCTCofficial   #IndianRailways https://t.co/QFh186Kwt1",complaint,Refund
"#Indianrailways
12756-BVC COA SF EXP, Running 12hrs late from Ahmedabad to Vijayawada, what a time punctuality......ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™!",complaint,Punctuality
@RailMinIndia UTS app on Google store has had this issue for a couple of years now. App shows this error and does not allow to book unreserved tickets even while booking from train station platform. @IRCTCofficial @GMSRailway @RailwaySeva #indianrailways https://t.co/nF7uAQRJgu,complaint,facility
"Lucknow to Patil Putra Tain number 12530. Train are to late. No. Of students journey from this train ..... I'm not feel well ....exam time pr ni pahuche itne salo ki tapasaya ka koi arth ni hoga ...plz . Help ...... 
#IndianRailways 
#Ashwinivaishnaw",complaint,punctuality
"No information was given from indian railways. No sms. Then we have to buy new tickets to bishnupur. 
We loss 630rs due to miss management  and lack of communication. Also suffer harassment. 
#IndianRailways  #railwayministry #PMOIndia",complaint,Miscellaneous
"@RailwaySeva #IndianRailways #AshwaniVaishnaw   Train No-22465 Bearth No- S-9,33 allotted  But Rs 900 was collected from Pradum Kumar(8383991530) by Indian Railways TT andaccording to the fine slip made,Rs 670 fine was being added and Rs 720 was added to it. https://t.co/CsKk3qWbTU",complaint,Corruption / Bribery
"It's been more than seven hours my Train is standing @Allahabad railway station due to some technical fault No body from Railway is ready to tell us 
How can we trust on indian Railway s
#IndianRailways #railwayminister #ministryoftransportaiin",complaint,Punctuality
"No value of time in india.always have to wait at kushmi or gorakhpur kant while coming from https://t.co/nYz1kYFykV of the biggest railway station but no management always consuming 2-3hrs just to travel 20-30 km.
#IndianRailways #northernrailway #gorakhpurRailway",complaint,punctuality
"What so special in special train, train no 12833 running 54 min late and I have to catch connecting train from Jharsuguda to talcher #IndianRailways suggest what to do !! @RailwaySeva @IRCTCofficial @RailMinIndia",complaint,Punctuality
"In train no 12785 from KCG to mys. Now leaving dhone junction, a lot of passengers without proper tickets traveling in S1 coach and disturbing ladies in coach who are having proper reservation ticket. Pls do the needful. #IndianRailways",complaint,Security
"#IndianRailways,#Duronto12221, Late by 4.5 hours from Pune to Howrah. In India Rail Timetable Schedule are made just to check the delay. If premium Trains are not on time what about others. Withstanding the delay, there will be no food provided for late more than 2 hrs.",complaint,Punctuality
"BJP Goverment have money to transport MLAs from resort to resort, But the same govt has no money to provide subsidy on train ticket of elderly people.
#IndianRailways
@AshwiniVaishnaw",complaint,Political
"Railways will now open food plaza, fast food units and multi-cuisine restaurants at the stations, taking over from its catering arm #IRCTC, in a bid to generate non-fare revenue

@IRCTCofficial #IndianRailways
https://t.co/n5NsN8yt1a",complaint,catering & vending services
@RailMinIndia #indianrailways #ministryofIndianrailways . On board the Vista Dome to Haflong. 7/1/2023. Can we expect cleaner bathrooms on 15888? Early morning.Finding it difficult to sit because of the stench from the bathrooms each time the door is opened..,complaint,Cleanliness
"#Railway
#Railways 
#IndianRailways 
#railmantri
#ashwinivaishnav 

Sir my family is travelling in kashi express 15018 from BSB toLTT in 3 tier  Ac class but blanket has not given by the train staff.
Distribution of blanket are allowed or not?
If yes then please provide B5-21-22",complaint,Bed Roll
"My wife (with 2 year child) and my parents boarded the train (19020) from Vadodara for Mumbai. We have reserved seat for 3 in 3AC. When they reach their seat, there werenot provided with blanket, pillow and bedsheet.
#westernrailway #IndianRailways #railseva",complaint,Bed Roll
I am travelling in train with my family from Puri to Anand Vihar Delhi in train no. #12815. This train is delayed by 6 hours. Train is stopping for no reason. 6 hours is definitely not accepted. Kindly do something #IRCTC #Ashwinivaishnaw #Nandankananexpress #IndianRailways,complaint,Punctuality
Fast paced destruction of #IndianRailways starts from today,complaint,Service
@AshwiniVaishnaw @RailMinIndia @PMOIndia no seat availability in any train from Mumbai to Delhi for entire week. Ideally no waiting should be there. Govt should plan run additional trains to get this revenue. Very bad situation even in 2022. #IndianRailways #NarendraModi,complaint,Crowding
Worst login features.. trying from the morning itself .. #irctc #indianrailways,complaint,facility
"I do not know who to complaint about this #LoudSpeaker menace, not the v.decent #Azaan, but the v.indecent #IndianRailways PA system at #Egmore that playing music from T03:43, while resting&amp; arriving passenger at the night are hell distressed by this #BigBang byBas @NarendraModi",complaint,others
NDLS Intercity (14211) is running late by 2 hours. 3 hours have passed since itâ€™s departure from Agra and we have only reached Mathura by now. What is the purpose of scheduling my travel plans? Please care to answer this query with a solution. @RailMinIndia #IndianRailways,complaint,Punctuality
"This is Anchal Gupta 
I am travelling from Poorabiya Express
Coach-B3
Seat-14
Someone stole my bag , which was containing my dress, digital camera, BT speaker,  books, money, electronics
I request to please find my bag as soon as possible.
#IndianRailways  #poorabiyaexpress",complaint,security
"PNR 8751148286 in shaktipunj express (11447) because of my NMDC exam is on 24/4/2022 from 9 am onwards in Kolkata. But train is Running very late nearly 6 hours late. Kindly makeup the train speed, before 8am on 24/4/22
#Railwayseva
#IndianRailways
@RailwaySeva
@indianrailway__",complaint,punctuality
"@RailMinIndia again worst service by #IndianRailways duranto super-fast train 12224 late by 1.5 hrs, need to catch connecting train from Mumbai, kaisa hoga ðŸ˜¨",complaint,Punctuality
@AshwiniVaishnaw @PMOIndia train no. 12487 Seemanchal Express has a very bad history of running super duper late. I hope from nw it arrives at its stations as per scheduled time #india #IndianRailways @RailMinIndia #Help https://t.co/Jv3kOG2229,complaint,Punctuality
"This is my humble request to increase the number of trains from Rampurhat(RPH) to Barharwa(BHW).
#IndianRailways",complaint,others
"Rs 120 for veg plate 
From Indian RailwayÃ°Å¸ËœÆ’Ã°Å¸ËœÆ’
#IndianRailways #irctctourism https://t.co/NxcPEpSdp8",complaint,food
"Train from SBC to Mysore is delayed by 3hours and now I cannot cancell my tickets. JP Mysore exp 12976.#IndianRailways 
How can I raise refund for this as my father took another train and left. https://t.co/SXJd1pse8y",complaint,Punctuality
"#IndianRailways
13 dec train no 16724 H1 coach no power from trivandrum central and no Engineer was available at trivandrum to attend . Currently AC team managed to pull cable from A1 and manage. They need help. Hope at triunelveli someone will attend",complaint,Service
@AshwiniVaishnaw @IRCTCofficial @PMOIndia  Dear Mr Minister plz make me aware that passenger traveling in Bhopal shatabdi from delhi to Bhopal can survive in 500 ml of water for more than 7 hrs ?  facing pathetic condition of service in train no 12002 #IndianRailways,complaint,catering & vending services
"5 tickets booked for journey from Durg to Umaria on 24th Nov, train is delayed for 8 hours and still has not reached, all our hotel bookings, safari booking gone waste, who is accountable for it? @RailMinIndia @IndianRailUsers #indianrail #IndianRailways",complaint,punctuality
@RailwaySeva Still no response from the support team. I feel suffocating. Worst experience in doubledecker . Past two hours AC was not working and We yet to travel another 2 hours with the same condition.ðŸ˜° @AshwiniVaishnaw #IndianRailways #IRCTC @PMOIndia @IRCTCofficial @republic @ndtv,complaint,Miscellaneous
"@zoo_bear Who are they? Where are they from? Any illegal Bangladeshis in the crowd must be deported immediately.  
No one has a right to encroach into #IndianRailways land.",complaint,Political
#IndianRailways  Delay of the navajeevan super fast express from KMT TO MAS,complaint,Punctuality
"@IRCTCofficial @AshwiniVaishnaw shouldn't it be considered as a scam that a user has to pay Rs.65 per ticket even if Tatkal ticket isn't confirmed and seat not booked? 
I mean user is paying for almost nothing and I can't believe it is coming from Govt of India.
#IndianRailways",complaint,Service
"Hey,Indian railway Tomorrow morning my interview at raipur so I decided to take sarnath express from satna to raipur but the train is already late by 4hr. I'm inside the train and I'm sure I miss my interview and job.requesting you to give me job in railways now.
#IndianRailways",complaint,Punctuality
"#Railwayminister #ashwanivaishnav #RRBALP #RailwayRecruitment #Railwayjob #IndianRailways 

Sir instead of decreasing the cuttoff of rrb bilaspur , the railway board of bilaspur goes against the rule and will hire candidates from another board https://t.co/WLlNpcpRz8",complaint,Political
"#IndianRailways train no. 12772
B3, 
Train just started from source station and water is not there in the toilet..

@indianrailway @Central_Railway @RailMinIndia",complaint,water availability
@PiyushGoyalOffc @RailMinIndia A beautiful journey to kathgodam is marred by the stench from the toilets onboard train no.12040 despite it being a shatabdi. Very disappointed. Is cleanliness reserved only for the executive class? #IndianRailways #cleanrail,complaint,cleanliness
"#southernrailway #railwayminister #IndianRailways 

No monthly vehicle parking pass issued for  regular commuters  from Aluva rly stn. No action from the railway authorities even after giving several complaints from regular commuters. Arrogant response from the parking staffs. https://t.co/U9pZ7I7BtS",complaint,Miscellaneous
My sister is traveling in 20801 Magadh express from ara to delhi in Coach B2. Its about 3 hrs of boarding on the train but still the coach attendant does not provided any bedrolls or blanket. Please look after the matter as its very cold in Coach B2. #IndianRailways,complaint,bed roll
From TC i came to know their is no renewal of contract so they canâ€™t provide anything how railways is announcing without confirming..my whole journey turned into nightmare.. charging appropriate but not informing prior @RailMinIndia @AshwiniVaishnaw #IndianRailways #disappointed,complaint,Service
"@AshwiniVaishnaw
@RailMinIndia
#IndianRailways 
It is my wish that this train should be stopped now, the face of this train is getting worse for a long time, the name should be changed from barauni express to donkey express.#PMOIndia 
My PNR-6114414448 https://t.co/gePHoDneJT",complaint,Punctuality
The experience in Indian railway is just very bad ðŸ˜ž there no train between anand to surat from 10 am morning to 3.30 pm and the traffic in that time just unbearable ðŸ™ @indianrail @indianrailway__ #IndianRailways #Repost #RETWEEET,complaint,Service
#irctc #IndianRailways #AshwiniVaishnaw # Insensitive approach of railways towards female senior citizen of 86 years by allotting side upper berth in 2nd AC FROM NEWDELHI TO DURG TRAIN .No.12442 date of journey 10.12.2022. https://t.co/fc2jMaeeyx,complaint,Ticket booking
"PNR No.- 6302182092, board the train from Rourkela but currently cmg frm Train No.- 18108(PNR-6202163170).Found that as per data Train No.-18108 always reached late , if today same happen then we  missed the Train No- 18452
@drmckp @Se_Railway

#IndianRailways #serailway #drmckp",complaint,punctuality
"when requested to open they are asking to come from other Gate..

We are in s7 now but many of upcoming passanger will have issue as the gate is locked..

Please look into this

#railseva
#IndianRailways",complaint,Maintenance
#AshwiniVaishnaw #IndianRailways #Rpfindia #RailMinIndia train number 12296 Sanghamitra express from danapur to bengaluru ksr. Help urgent many people can't breathe here inside coach because of overcrowding No ticket passenger are so many here. And no security no ticket collector,complaint,Crowding
AC waiting hall charges at Hazrat Nizamuddin  Railway station are INR 10 per person per hour. Railway has started taking money from passengers for waiting hall use. #IndianRailways #ministryofrailways https://t.co/r3gBW84OSR,complaint,Service
"Discomforting journey!
#garibrath Train No 22407 from BSBS to ANVT is delayed by more than 5 hrs from its scheduled arrival.

#IndianRailways #northenrailways
#IRCTC
@PiyushGoyal @PiyushGoyalOffc @RailMinIndia @RailwayNorthern 
@aajtak @ndtv @IRCTCofficial",complaint,Train Delay
#IndianRailways #ashwanivaishnaw  train no.19226  B4 jammu to jodhpur AC not working from jammu . please do something,complaint,Electrical Equipment
Train no 20452 NDLS Sogaria scheduled dept 710AM .Train came to platform no 6 at its scheduled time but passengers were not allowed to board the train by the IRCTC staff and they locked the door from inside and at7:35 train started and the doors were still locked.#IndianRailways,complaint,Staff Behaviour
"Estimated time taken to reach Howrah Junction from Jhargram Railway Station is 2hrs 50 mins and and the so called ""Express"" is late more than 4 hours...
Our pride #IndianRailways
@RailMinIndia https://t.co/x4YAI88TTU",complaint,Punctuality
@RailwaySeva @RailMinIndia 11302 udyaan express running from KSR Bengaluru station having a huge leakage at B2 coach which making a coach getting filled with deep water kindly do the needful and seal that leakage please #IndianRailways,complaint,Maintenance
"@IRCTCofficial @RailwaySeva Train# 12402(DDN KOTA AC EXP), Coach -B1, seat-23&amp;24. No electric socket is working. Kindly immediately resolve this as we are needing to charge our cellphones. This inconvenience is really unexpected from #IndianRailways",complaint,Electrical Equioment
"Travelling in 12598 from Delhi to Ahmedabad. It's almost 10PM but dinner is still not served! Extremely slow service. Seat Num - A2 / 45
 @IRCTCofficial #IndianRailways",complaint,Catering & Vending Services
"I am travelling in train no 22846 from hatia to nagpur. Date 13 may
This train is running late by 2 hrs and me along with all co-passengers not aware of this delay. 
#irctc 
#IndianRailways",complaint,Punctuality
"#IndianRailways  Travelling from Patna to Varanasi in train n.o 19314, surprised to found that local bottle is serving on the name of Rail neer https://t.co/OZjSIeoqcv",complaint,corruption / bribery
Recover the damaged money from him and find out in CCTV footage for others #IndianRailways https://t.co/HFGOuXN7Zx,complaint,Political
#IndianRailways Sir I have train from Nagpur.  The train is opening very late from Rajnandgaon if my train will be missed sir its railways will be the responsibility sir,complaint,Punctuality
"Train No 12561, Sleeper class, S5, boarded from Sakri Jn. Bihar to New Delhi and welcomed by mosquitoes and rat in the coach. Thank you @IRCTCofficial @RailMinIndia for such a wonderful service. #IRCTC #IndianRailways",complaint,cleanliness
@RailwaySeva  @AshwiniVaishnaw Really not sure this train 02563 will come at Muzaffarpur station or not. My 60 year uncle is Waiting at Mfp from last 5 hrs &amp; also not getting any update.Tried to reach at 139 which didn't picked up at all. Totally irresponsible #IndianRailways,complaint,punctuality
"#IndianRailways 
I am traveling from HWH to NJP by 12041. The inside temparature of coach no EC2 is very high. Please do something.

PNR-6203716645
Trn:12041
Dt:28-05-22
Frm HWH to NJP
Cls:CC
P1-CE2,73",complaint,Electrical Equioment
"Train #12560 #ShivGangaexpress 
Coach S4 S5 S6, T.T taking bribe from those not having tickets. #IndianRailways #railminindia #railwaynorthern #drmljn huge crowd in train.",complaint,Corruption / Bribery
Travelling from train 19578 Jamnagar tirunelveli exp to Cochin train has been at dahanu station from last 1 hr also AC has been switched off can you please look into matter as wheather is soo hot what the use of traveling in AC then???#AshwiniVaishnaw #IndianRailways #IRCTC,complaint,Miscellaneous
Dear @AshwiniVaishnaw sir.please increse the stoppage time of 12561/12562 at MBI from 2 minutes to 7-8 minutes to minimise the inconvenience faced by the passengers. #IndianRailways,complaint,punctuality
"#IndianRailways #irctc #Railmadad Please remove excess passengers from S8 boggy, Train 12232. Too much crowd. It seems like general boggy. Over crowded.",complaint,Crowding
@RailMinIndia Disappointed by Indian Railways.. I dont know whatever the reason that KUMBHA EXPRESS FROM HOWRAH TO DEHRADUN is way too much late.. Like seriously the train is waiting on each platform for HALF AN HOUR!!!!! #IndianRailways #indianrail #railwayminister,complaint,Punctuality
"#VandeBharat #railsewa #indianrailways
PNR 2445297537 Train from katra to delhi showing on time at IRCTC site today.However when we reached station it was delayed for 3 hours 30 mins. My daughter suffering from leg fracture and no wheel chair  available at station. Grt service. https://t.co/U5sDGleiMZ",complaint,Miscellaneous
"#IndianRailways 
From one &amp; half Hrs. Train no. 07442 is not departure
Any update ?.",complaint,punctuality
"@myogiadityanath Respected sir, How many people will afford to fly from so many airports ? But if you can do something to connect with economical means of travelling our #IndianRailways @RailMinIndia with more &amp; easy options, availability of tickets without brokers, connectivity then #UPwillRISE",complaint,others
"#AswiniVaishnav
Tain no- 12394
Today is my exam sir
1 p.m 
But train is very late 
So,please sir train becoming patna Junction 
From 11 am 
Please response your message sir
Train is 8 hour late
The actual time is patna Junction is 6 a.m
#IndianRailways 
#AswiniVaishnav",complaint,Punctuality
"@RailMinIndia @drm_lko Train 22684 schedule departure is at 1830 from LKO, train is at station but not on platform, tough on elderly passengers at peak of summer season, train is already late from Origin. #IndianRailways",complaint,Punctuality
#IndianRailways Train No. 04152 departure scheduled 17:15 from LTTâ€¦delayed but no update from #IndianRailways #Ashwinkumar @AshwiniVaishnaw please help #IndianRailways,complaint,Punctuality
"AC is not working from the originating place that is Ambala Cant Junction. Passengers are suffering like hell and train staff is not cooperating with passengers. No water, no cleanliness. Pathetic and horrible situation. Railway should take account on it. 
#IndianRailways https://t.co/6agMeJrz1w",complaint,Miscellaneous
"#IndianRailways still in the Stone Age .had to take a train journey from Calicut to Cochin . What a pathetic sight. A c compartment?
What a shame !!",complaint,Maintenance
"#IRCTC #IndianRailways #irctcsczone #IRCTCofficial #RailwaySeva #RailMinIndia #RailwayMinister_HelpCCAA 
My bag has been lost from Ahmedabad Junction while I was traveling in Lokshakti Express on 25/1/23 at 20:25(8:25 PM). Kindly help me to find it out. Also find the attachment. https://t.co/8JmJYAFBqB",complaint,Security
"I have been trying to book tatkal for 3 consecutive days now and exactly from 9:56-10:05 the app and website is completely lagging and the tickets are out of availability. 
 
@IRCTCofficial pleas fix this 
#IRCTC #IndianRailways",complaint,Ticket booking
"A train passenger booked seats from IRCTC that do not exist; this is what TTE did ðŸš†â¬‡
#IRCTC #IndianRailways #Train #TrainTickets 
https://t.co/DA07oDzIiN",complaint,Ticket booking
"@RailMinIndia @wc_railway @DRM_Agra @DrmJhansi @AshwiniVaishnaw @WesternRly @RailwayNorthern 
#12781 Standing at outer in Agra from last 40mins. Any specific reason ? 

Railways is a central ministry, and doesn't care about the value of time ! #Worstservice #IndianRailways",complaint,punctuality
"( 2022T1841 )

It's still a train which starts from a railway station of a place, goes to another railway station of another place, travelling through various intermediate railway stations of intermediate places

Improving railway, train services is the need !!

#IndianRailways",complaint,facility
"https://t.co/zxHNs4UbrD #IndianRailways kindly apply majistrate checking i am traveling in lucknow agrafort intercity from kanpur, without ticket people capture coach B1. Kindly take action. Please help me. My no. Is 7017758665.
Details:PNR-2729972550
Trn:12179
Dt:14-10-22",complaint,corruption / bribery
Train no 12423 running between dibrugarh new Delhi Rajdhani express. Staff ignored the request to clean the coach inspite of several requests. The plate fell down from one of the staff's hands accidentally. #IndianRailways  #RailMinIndia https://t.co/fvkrSqiWhw,complaint,Cleanliness
"#12226, travelg from Delhi to AYC Cant, such an horrible experience and waste of money. ACâ€™s r not running or are turned off in coach A1, NO Water. Horrible service and waste of citizens money @IRCTCofficial @indiarailways @UPGovt @RailMinIndia 
#IndianRailways #upgovernment",complaint,Miscellaneous
"#IndianRailways #pathetic #poorcustomerservice travelling in 2tier AC with senior citizen, no bedding avl. 
PNR8832048582..no prior intimation from railways..noone is giving proper answer.#irritated #ridiculous",complaint,Bed Roll
"#IndianRailways  Today i have been travel from Bhopal to Chhatarpur M.P in train number 22163, i realised that in the whole journey  no one has visited in the train to check the tickets.

And because of this many pessengers has travelled without tickets, without wearing Mask..",complaint,corruption / bribery
Pathetic washroom condition &amp; overall cleanliness in 12274/HWH Duronto Exp-B2 coach.We boarded from JASIDIH JN (JSME) at 6:37am (late departure)today.Kindly take stringent action on concerned persons @RailMinIndia @IRCTCofficial @AshwiniVaishnaw #IndianRailways #dirtytraintoilet,complaint,Cleanliness
"I booked my household goods through Indian railway from Hatia to Anandvihar, but there is no update of my luggage. My PRR no. is- 2014469285. Kindly help me out. #IndianRailways #ministryofrailways  #Railwayminister_Helpus",complaint,Service
"Tirupati, being the starting point, there is no specific reason for the delay and this is not expected from IRCTC
Necessary action has to be taken to run trains as per scheduled time.
#railwayminister
#IndianRailways",complaint,punctuality
Travelling from Howrah to Jasidih by Vibhuti Express (12333). Scheduled arrival to Jasidih is 12:10AM..its 2:07 now and still not reached.. For 4 hours journey.. More than 2 hours late.. This is Indian Railways in North India #RailwayMin #AshwiniVaishnaw #IndianRailways,complaint,punctuality
"#IndianRailways
no trains running on our city route
How we travel 
Please help me about traveling to shajapur to mathura from train 19307  indore chandigarh
Pnr no 8555652428",complaint,Service
@drmkgp @RailwaySeva @srdomkgp @AshwiniVaishnaw The train continue to run 5 hours late and no response from your team. Only tweets are forwarded from one to other #TRAIN #Delays #IndianRailways,complaint,Punctuality
"Public is facing difficulties due to charging point is not working in train no 19483 , started from Ahmedabad on 20.01.23.#railwayministry
#IndianRailways",complaint,Electrical Equioment
@AshwiniVaishnaw #IndianRailways Superfast Trains leaving From Mumbai  always skips Kalyan  then don't  call Kalyan  is an important  junction at Mumbai  doorstep  as per your records. ALL Superfast trains should  hault at Kalyan,complaint,others
"#railway_minister_Ashwini_Vaishnaw  #drmdhanbad  #drmkharagpur 
#IndianRailways 
On 11th august 2022 i parceled my bike from kharagpur Jn to Garhwa road. Its 15th august today but there isn't any update available from any concerned persons. Please have a look in this sir. https://t.co/P3m2NKsqZe",complaint,Service
"#Garbage #Indianrailways
@RailMadad @AshwiniVaishnaw @indianrailway__ @IRCTCofficial @RailwaySeva it's time to use garbage box to dump @indianrailway__ none of the train are running on time shame shame.  @AshwiniVaishnaw learn from @nitin_gadkari drastic change in road transport.",complaint,Punctuality
"#IndianRailways got pathetic behaviour from Depy. SS (post he told) at Bhopal railway station, I asked for week chair, to get my grandmother from platform number 3, but I guess he and collies are having some setting, can't we change? Is week chairs not for people?",complaint,Staff Behaviour
I am travelling pune to solapur in udyan express 11301 some transgender people forcefully collecting money from passenger in sleeper coachÃ¢â‚¬Â¦I hope you will do something on this matter #IndianRailways @AshwiniVaishnaw @RailMinIndia @Central_Railway @IRCTCofficial inappropriate bhv,complaint,security
"#railways
#AshwiniVaishnaw 
#railways
#IndianRailways 
#railwayminister
Sir I am here to raise a complain regarding co passanger who is continuously smoking cigrate  and veed(ganja) inside the trains. 
Train no.12582 running from NDLS to BSBS.please take strict action. 8318657096",complaint,security
"Stuck at chittranjan railway station for last 4 hours!! No announcement and no info from Indian Railway!! No matter how much we advance in technology or economy, we still lack basic sense of duty and service. 
#IndianRailways 
#Railwayminister",complaint,Service
"according to @RailMinIndia crossing railway tracks is a punishable offense. In #Mankara (MNY) railway station, there is no footover bridge to go from one platform to another. so is #IndianRailways forcing us to do an offense?
@RailwaySeva @propgt14 @GMSRailway https://t.co/ieNIiHjWUn",complaint,Service
"#IndianRailways #indianrailway 
Train no 12976 jp mys sf express going to Mysore today is so dirty. And no cleaning staff is ready to clean upon ask. The comments i get is, I m not from this train and i am from other train.",complaint,Staff Behaviour
"I m travelling from bengaluru to agartala in Humsafar Express train number is 12503 (B12) . I hv never seen a train like this with so much dusty nd unhygienic,I will suggest my frnds that plz don't use this train for travelling.I m controlling my self frm ystrdy
#IndianRailways https://t.co/hFu1GsoY7Q",complaint,Cleanliness
"I am travelling from Bangalore to nagpur in rajdhani  but due to derailment my train is running late and i have atrain to catch from nagpur to rourkela 
Please help me in this situation #RailwayNewBhartiDo #ashwinivaishnaw #railway #railway of India #IndianRailways",complaint,Punctuality
#IndianRailways  #Railways- Worst Experience with Indian Railways if I get another option to travel I never used Indian Railways they can never understand the importance of time every train is late on route from Mumbai to Kolkata.very bad experience l.,complaint,Punctuality
"#IRCTC  #IndianRailways we booked a seater class tkt from Bhubaneswar to Brahmapur journey for 3hours, here are the serious problems we faced",complaint,others
@narendramodi @AshwiniVaishnaw @RailwaySeva train no.04044 from H. Nizamuddin to ambikapur is running almost 7 hours late and still stop in katni station outer .... plss clear route for this late train... #Railways #IndianRailways @PMOIndia @RailMinIndia,complaint,punctuality
Departure (6.16 A.M.) and Arrival (2.10 A M.) timing for NZM to Pune Durranto express 12264 is too uncomfortable. Requesting concerned officers from Indian Railways to address it. Thanks in Advance. #IndianRailways,complaint,Punctuality
#indianrail @indianrail @RailMinIndia service people who cleaned coaches of 12245 are asking money from passengers. Is it right just asking #indianrailway #IndianRailways,complaint,Staff Behaviour
"#IndianRailways 
@drmngpsecr @DRMBilaspur Kindly check the Train no.18239-18240. Daily Train was delay by 4 hour.. From Korba to Itwari. and Itwari to Bilaspur. Passenger were frustrated due to communication. 
Please take necessary action for the same. @AshwiniVaishnaw",complaint,punctuality
"Traveling from New delhi to Jalandhar city in Amritsar Shtabdi, Trn no 12013 16th sept 4:30 pm and wrong coach has been attached in place of Anubhati class charges 2000 INR. Not appreciated and no service been given and no complain been registered on same.
#pmo #indianrailways https://t.co/oXts6iwbC9",complaint,facility
"@IRCTCofficial @indianrailways 
PNR- 8560210847
Trn:11071
Kamayani express

No water available in one toilet room and outside basin wash at M1 coach from 7 AM.
requested to address the issue at your earliest possible way.
#railwayseva #IndianRailways #IRCTC",complaint,Water Availability
"I am traveling in (14708) train and that running more then1 hr. Late. And, i have to catch next train from jodhpur on 7:05 am. But, I think i couldn't get that train.Please help me for this problem because any how I want to catch that 14810 train #IndianRailways @Indianrailway18",complaint,Punctuality
We are @ Ramanathpuram railway station coming from Ayodhya (PNR# 2515372730) and there is no bus available from Railway station to Rameshwaram and no response from railway station master. #railminindia #IndianRailways #SouthernRailway #AshwiniVaishnaw,complaint,Staff Behaviour
"Dear @PiyushGoyal sir, what is the standard definition of time for Indian railways Ã¢â‚¬Â¦Ã¢â‚¬Â¦                                                    In the journey of 9 hours from Nagpur the train is delayed by almost 3 hours #IndianRailways https://t.co/ftW2UGesQe",complaint,punctuality
"#IndianRailways #indianrail 
Still waiting to reach to home, train 04044 NZM Ambikapur Special Express is standing from past 2 hour near Katni. Time to reach Ambikapur is 19.30 PM. Now god knows when train reaches to final destination [6 hours delay].",complaint,Punctuality
"Ystrday I ws furious bcoz my brother has to change a train from Nagpur, bt the first train ws late for 3hrs, My brother almost missd the 2nd train , bt later we came to know that the 2nd train ws also 1hr late. And thankfuly he got 2nd train. Now im confused! #IndianRailwaysðŸ˜“",complaint,Punctuality
"#IndianRailways #PMOIndia #CMOTamilNadu #mkstalingovt - Cleanliness in Chennai Egmore - CSTM- Train Num - 22158 is bad.. Cockroaches roaming around in 3 Tier AC coach. Also, the seats are dusty and the window curtains stink. 
Compliant from  coach B1  seat 49 to 54.",complaint,Cleanliness
"Traveling in Mumbai 
From Duranto express in 3AC compartment in B13 Train No. 12294 and I have to travel for about 17 hours and AC is not working...passengers are very upset &amp; itâ€™s suffocating inside please help @AshwiniVaishnaw @IRCTCofficial @RailMinIndia 
#IndianRailways",complaint,Electrical Equioment
"I am traveling from 02570, train ndls to mfp ,B8  berth 2
Here gate is in bad condition and passenger is facing problem .#irctc #ministryrailway #IndianRailways #railsewa",complaint,Maintenance
